Arrival_Rate,Service_Time,Servers,Avg_Waiting_Time
1.6473211432853845,1.9762175311010293,4,1.9264615830934322
3.132331854406472,7.809514291231683,2,444.19889850999857
4.170532406946677,6.475504247453436,3,445.15557035882773
2.3345407636606463,7.772126536113225,5,376.0785504754241
2.9714575988305416,7.242020991588752,4,383.456296642654
1.6847396913152086,3.0413556137405173,4,95.65761893360437
2.7377303910650057,2.0375885444434796,5,31.714520107662565
4.978578464986956,2.9865211828133487,1,469.6581395909752
1.808637809685457,4.339512584686792,2,330.11616178307867
8.677965681191253,5.848132303370127,1,488.4045170531147
3.8141527161963236,6.562451977676507,5,388.8465870622613
2.0561298904812846,2.019482537707515,4,12.418948242055436
9.620912302688971,4.16760113393125,5,425.41295783769044
2.6069139783103576,7.076401365095454,2,433.5748124101927
5.308994494861403,3.938699819929535,5,379.30000288822066
6.869865279522001,4.924417976384851,1,488.9095399657126
8.271556422280959,7.847661773963215,5,467.44003097833587
4.318772503061475,2.7565154525975215,5,281.87340174413964
2.551392360034006,3.066913251365353,3,303.19594144082765
2.4667748939180707,5.560071514272522,3,395.35680365482557
2.762561017374063,5.621247958089805,3,400.72860864824275
7.590333736385117,7.5906579170041075,1,471.8633173550193
3.748473710368411,2.2790231307258373,1,453.4940218984418
2.5345841764330466,7.399336511260052,4,384.74958038833756
8.193353745616303,5.567502993445384,4,447.3228666091215
4.448562421877518,4.2715383505190525,3,425.7752588774251
8.931663614466103,5.975257396808967,5,457.74231569305175
5.463599073845091,5.836996080925335,4,398.0494914393572
9.503945408650818,6.984534046533114,2,480.2776566789773
2.7644782644518275,6.293825558350006,3,404.9966952126412
4.9370164686838285,5.09217021339551,3,444.2962265795531
6.541203800616015,3.333385709625772,2,444.77232132602
2.37816634022468,1.8178818063808624,2,263.4996892365826
4.701117615761639,1.1378837091219838,3,218.64936020166473
9.420722570585829,6.892052987329546,4,469.0935985984025
1.4599796657387671,4.763337246868946,1,438.1317113853395
8.898935150174928,3.2005344422273074,1,447.6228179079054
2.4056815572251242,4.976213015098872,1,455.69513377635485
4.147805629377183,4.482777061754758,1,448.78213568045044
7.239758573959486,5.27337114217976,5,436.45294482716724
2.9065265840256456,5.448089739876661,1,471.46774438690045
7.292593626785531,4.403941288544438,4,430.4804909673218
5.851166072987226,4.373433865988449,2,440.3720873081451
2.7660600122435595,1.6956640151911517,1,370.3556515254594
1.3924184420142414,1.0470647157756257,5,0.007804329787931676
5.933116343142487,7.186085247986172,3,460.55790826397
5.676296917912024,6.220306440789846,1,462.62764931400454
8.025697246774522,5.467897392820232,5,443.9359139286364
7.139467294057778,6.204055858101027,2,464.73319003504815
9.090353662127233,1.8005356834577972,5,343.82026972377673
5.30692442982249,5.186901709963073,5,400.6859893222631
5.961721393776657,2.3321892598371035,1,444.2207553306015
5.889602929544968,3.9026532562329903,3,418.0058776348382
6.131226233870056,7.218811316662248,2,470.783406607
9.586614986066593,1.869210554432456,5,343.5347240734184
2.240936008609929,4.456309229813575,1,441.032233951637
2.4722738469809147,5.326074757926094,4,335.96513251731227
4.181490683463205,3.5203330202824468,4,352.25964607658193
2.68584352209759,3.0148262444545595,4,258.0427145397148
8.97452685201042,2.5519226975994345,4,396.52712488972276
3.391763911643867,7.842168960775929,1,477.4901247837858
2.0676847007589134,5.643086960965464,4,349.18191500329823
1.5048092726363624,7.923815749601224,1,456.0598661499444
2.9958020604622293,4.490460704039902,1,484.9600590804475
1.8256703496975075,5.93758522698989,2,413.36185012590187
5.134469616717057,2.9021944239265953,1,475.64776426187865
9.28887593074515,7.734598412962701,3,480.7159805390745
5.633821023073168,6.005932802128472,2,477.61332757584614
5.17267477870749,1.848722447338404,2,402.50727179333995
2.3604862121285954,5.507470442387076,5,280.51348892467706
9.077996446508056,5.848492693733505,1,500.76627614976246
5.9790499744152354,1.1074554952851665,1,434.48900574582905
1.3474860964904058,7.910542841078733,1,445.5859233160315
4.397375617639521,4.657639008218954,4,407.3007959137805
6.343692064375253,6.131280349112495,1,492.65089390507876
9.500829773499497,4.658511921161225,5,444.5586847753448
7.96142288584812,1.264301741486575,4,299.989215247472
1.5141792684687227,5.399431119193347,2,392.0382929985897
1.4248366838849358,4.168767122575769,3,245.2730698167607
9.781726938354424,6.926900670763515,2,470.1547237286297
8.779898392955458,2.703599633126415,2,467.21782846441033
3.2051741604849737,6.172950968310549,1,475.19489001357357
9.952000187990894,3.235868224149107,4,424.569881241445
9.151866217572858,5.54753565424565,2,492.3418836684364
5.848753539728158,6.137705600291753,3,441.6132596852055
3.834985781701597,5.53030769508662,2,429.88415730528067
6.235171665383682,3.5343506949621855,3,435.8022410305017
6.7119094800496075,3.7674410813530965,2,443.4660106490236
4.992085473074404,3.1313341171460647,5,328.82056634920434
4.161200070742018,4.91647947841236,1,513.5523279707901
5.876510106349869,3.887232978901661,5,401.085777808471
8.717172548518297,6.086172483178984,3,458.9269216845804
2.558852470676454,5.992546801846937,4,394.97718571245724
5.278949869478563,6.80955699033019,5,420.7658132747113
7.620000308719539,7.012558990625846,2,460.1341051626854
8.850999772206833,4.2102434856916116,5,424.2375434892263
4.599679194664807,3.0932090726864363,1,478.62248498982854
5.87608717137513,6.221422335764391,3,434.78653581912477
7.972174716827991,5.943354620609592,4,446.8510629393155
3.735401252040756,1.586804598343118,1,414.4113741547343
3.61910017791958,4.295979996132829,2,438.6505513799043
1.3993506371221414,4.18718137475567,2,367.45931062652755
3.9427728998145875,6.658980013849765,3,420.60319091577117
3.8650786060687414,5.680397276283979,4,393.31564867710193
4.8020497989718525,3.1595216202201533,1,469.04736109296147
3.8766176505313648,5.592973186242713,4,396.61435326695835
8.43834418020347,2.4370828611297135,4,397.4338741370623
2.695823742641416,4.220431755417064,1,450.76863985655143
8.677139029970402,1.0008991976399275,5,204.00134581123638
2.718181821321162,2.1676367346471674,5,76.43114826983441
2.7084768150097362,4.50315351102522,1,438.7220680814547
8.797877302084608,2.457083046973483,5,370.08339719738785
3.8017779166354106,1.8446219742108534,1,424.9243858353236
9.554139480173045,2.137629961957396,2,454.62322614915837
3.602830234704772,4.247943118111239,4,363.3561556025366
2.8335426087587474,6.848567820750522,1,448.43899992822656
9.61424218892659,1.212232191497513,5,285.75043829208147
6.813094319096583,3.380861995534799,2,447.53087516119007
3.1062452020845286,2.854960592050743,3,329.9164761715335
6.7778889077098565,2.8692365038029815,4,397.31746726525716
6.344382770476747,4.685371314782555,1,466.0453090346171
2.34641228878645,1.3562710044670405,1,334.0202412453089
6.933218445248462,2.7120595016732105,4,397.38033216050417
1.4095715842048877,7.676988349648846,5,253.22245026866176
2.593510026069344,2.4940687583794494,3,251.66835429882795
2.618688519674077,1.369323507937755,1,356.29989374179735
9.36482430514399,5.785725840801896,5,434.66412296796574
4.560640566196721,6.050022139722434,5,417.8316479680872
3.078957588039707,7.811594007011727,1,477.54496013970305
4.560051476538085,6.832690827430525,3,457.79910010184574
2.0384265111176454,4.576265342669028,3,311.275900353688
1.8383077844040976,5.112731000891679,5,231.32048761095007
2.932081223334622,6.7136060238669755,4,383.03582801857453
8.945650970525001,2.5053915088704923,4,426.97131852314413
1.3553537342184563,1.1705462410706233,5,0.00885880146171931
6.970858042035842,2.0590845387108225,5,320.423396535582
3.4774658053705356,4.002989492524029,1,469.5057084506174
4.4934040120057315,1.8729609877181503,2,396.8731626866446
9.695697386186634,5.601861117690056,2,474.8013140985423
2.173725778247273,2.3491665056934217,4,118.47136216675402
6.119303486724827,2.7062535719140675,2,429.1181450775698
2.701226570199822,6.3356466140737036,1,486.87815492502006
2.370223581576727,1.8691458134062624,2,277.6123250163304
8.952046044165307,4.232128943625698,1,463.1981495090562
2.6760198742883365,7.846185737639204,1,475.85554227012943
6.715996378117016,4.955497327905196,2,485.0468930760839
9.145392703450222,2.4837280960804105,1,474.1200165013413
4.038720893291259,7.436861464691417,2,473.3774778502062
8.573740624052899,1.0543264610113836,2,397.86813328849956
4.503852966310661,2.6806034576765025,3,369.8285122337267
4.542655125068357,7.7646697004108205,5,410.6819356463566
8.629407086261699,3.594077431258988,2,465.844710530796
1.8369308175096943,4.171978694017875,5,206.6822854177
9.405329786882739,6.562404383960614,4,467.81306946941555
9.315853610511644,3.820766047609328,2,475.62147817054137
2.9286443491771363,4.283409062540464,4,323.8960250401702
8.724934119750234,4.251776635696973,3,471.7275038195104
3.7159038836431977,2.593279302295827,3,337.30215752771414
1.0198964053106123,4.507045855877959,3,191.4487638907113
8.681030206725097,4.577272520582473,5,433.0155676593528
